population,county_name,state_fips,county_fips
13169,"Shoshone County, Idaho",16,079
11630,"Teton County, Idaho",16,081
11746,"Valley County, Idaho",16,085
10500,"Washington County, Idaho",16,087
5240,"Alexander County, Illinois",17,003
53448,"Boone County, Illinois",17,007
6244,"Brown County, Illinois",17,009
4437,"Calhoun County, Illinois",17,013
15702,"Carroll County, Illinois",17,015
205865,"Champaign County, Illinois",17,019
15455,"Clark County, Illinois",17,023
58524,"Otsego County, New York",36,077
2405464,"Queens County, New York",36,081
161130,"Rensselaer County, New York",36,083
338329,"Rockland County, New York",36,087
108505,"St. Lawrence County, New York",36,089
235509,"Saratoga County, New York",36,091
158061,"Schenectady County, New York",36,093
29714,"Schoharie County, New York",36,095
17898,"Schuyler County, New York",36,097
33814,"Seneca County, New York",36,099
93584,"Steuben County, New York",36,101
1525920,"Suffolk County, New York",36,103
78624,"Sullivan County, New York",36,105
48455,"Tioga County, New York",36,107
105740,"Tompkins County, New York",36,109
181851,"Ulster County, New York",36,111
65737,"Warren County, New York",36,113
61302,"Washington County, New York",36,115
91283,"Wayne County, New York",36,117
1004457,"Westchester County, New York",36,119
40531,"Wyoming County, New York",36,121
24774,"Yates County, New York",36,123
171415,"Alamance County, North Carolina",37,001
36444,"Alexander County, North Carolina",37,003
10888,"Alleghany County, North Carolina",37,005
26577,"Ashe County, North Carolina",37,009
17806,"Avery County, North Carolina",37,011
17934,"Bertie County, North Carolina",37,015
29606,"Bladen County, North Carolina",37,017
269452,"Buncombe County, North Carolina",37,021
87570,"Burke County, North Carolina",37,023
80652,"Caldwell County, North Carolina",37,027
10355,"Camden County, North Carolina",37,029
22736,"Caswell County, North Carolina",37,033
160610,"Catawba County, North Carolina",37,035
28774,"Cherokee County, North Carolina",37,039
13708,"Chowan County, North Carolina",37,041
11089,"Clay County, North Carolina",37,043
50623,"Columbus County, North Carolina",37,047
100720,"Craven County, North Carolina",37,049
28100,"Currituck County, North Carolina",37,053
36915,"Dare County, North Carolina",37,055
42712,"Davie County, North Carolina",37,059
48715,"Duplin County, North Carolina",37,061
48900,"Edgecombe County, North Carolina",37,065
382590,"Forsyth County, North Carolina",37,067
227943,"Gaston County, North Carolina",37,071
10478,"Gates County, North Carolina",37,073
60992,"Granville County, North Carolina",37,077
20451,"Greene County, North Carolina",37,079
48622,"Halifax County, North Carolina",37,083
133568,"Harnett County, North Carolina",37,085
116281,"Henderson County, North Carolina",37,089
21552,"Hertford County, North Carolina",37,091
52082,"Hoke County, North Carolina",37,093
186693,"Iredell County, North Carolina",37,097
43109,"Jackson County, North Carolina",37,099
906422,"Denton County, Texas",48,121
19824,"DeWitt County, Texas",48,123
1770,"Dickens County, Texas",48,125
8615,"Dimmit County, Texas",48,127
3258,"Donley County, Texas",48,129
9831,"Duval County, Texas",48,131
165171,"Ector County, Texas",48,135
1422,"Edwards County, Texas",48,137
865657,"El Paso County, Texas",48,141
42545,"Erath County, Texas",48,143
35662,"Fannin County, Texas",48,147
24435,"Fayette County, Texas",48,149
5402,"Floyd County, Texas",48,153
1095,"Foard County, Texas",48,155
10359,"Franklin County, Texas",48,159
19435,"Freestone County, Texas",48,161
21598,"Gaines County, Texas",48,165
5816,"Garza County, Texas",48,169
26725,"Gillespie County, Texas",48,171
7012,"Goliad County, Texas",48,175
19653,"Gonzales County, Texas",48,177
135543,"Grayson County, Texas",48,181
124239,"Gregg County, Texas",48,183
172706,"Guadalupe County, Texas",48,187
32522,"Hale County, Texas",48,189
8222,"Hamilton County, Texas",48,193
5285,"Hansford County, Texas",48,195
56231,"Hardin County, Texas",48,199
4731145,"Harris County, Texas",48,201
5382,"Hartley County, Texas",48,205
5416,"Haskell County, Texas",48,207
3382,"Hemphill County, Texas",48,211
82150,"Henderson County, Texas",48,213
35874,"Hill County, Texas",48,217
21537,"Hockley County, Texas",48,219
36787,"Hopkins County, Texas",48,223
22066,"Houston County, Texas",48,225
3202,"Hudspeth County, Texas",48,229
99956,"Hunt County, Texas",48,231
1513,"Irion County, Texas",48,235
8472,"Jack County, Texas",48,237
32980,"Jasper County, Texas",48,241
1996,"Jeff Davis County, Texas",48,243
4838,"Jim Hogg County, Texas",48,247
38891,"Jim Wells County, Texas",48,249
19663,"Jones County, Texas",48,253
14710,"Karnes County, Texas",48,255
145310,"Kaufman County, Texas",48,257
44279,"Kendall County, Texas",48,259
350,"Kenedy County, Texas",48,261
753,"Kent County, Texas",48,263
52598,"Kerr County, Texas",48,265
4286,"Kimble County, Texas",48,267
265,"King County, Texas",48,269
3129,"Kinney County, Texas",48,271
31040,"Kleberg County, Texas",48,273
3353,"Knox County, Texas",48,275
50088,"Lamar County, Texas",48,277
13045,"Lamb County, Texas",48,279
21627,"Lampasas County, Texas",48,281
6664,"La Salle County, Texas",48,283
161791,"Portage County, Ohio",39,133
124936,"Richland County, Ohio",39,139
74008,"Scioto County, Ohio",39,145
374853,"Stark County, Ohio",39,151
93263,"Tuscarawas County, Ohio",39,157
12800,"Vinton County, Ohio",39,163
5527,"Cotton County, Oklahoma",40,033
28513,"Custer County, Oklahoma",40,039
3749,"Ellis County, Oklahoma",40,045
54795,"Grady County, Oklahoma",40,051
2488,"Harmon County, Oklahoma",40,057
13367,"Hughes County, Oklahoma",40,063
10272,"Johnston County, Oklahoma",40,069
8509,"Kiowa County, Oklahoma",40,075
33458,"Lincoln County, Oklahoma",40,081
41662,"McClain County, Oklahoma",40,087
7782,"Major County, Oklahoma",40,093
13904,"Murray County, Oklahoma",40,099
9320,"Nowata County, Oklahoma",40,105
796292,"Oklahoma County, Oklahoma",40,109
30285,"Ottawa County, Oklahoma",40,115
43773,"Pittsburg County, Oklahoma",40,121
10812,"Pushmataha County, Oklahoma",40,127
23556,"Seminole County, Oklahoma",40,133
21384,"Texas County, Oklahoma",40,139
80981,"Wagoner County, Oklahoma",40,145
8624,"Woods County, Oklahoma",40,151
95184,"Benton County, Oregon",41,003
12186,"Morrow County, Oregon",41,049
87433,"Polk County, Oregon",41,053
80075,"Umatilla County, Oregon",41,059
26670,"Wasco County, Oregon",41,065
107722,"Yamhill County, Oregon",41,071
85643,"Newport County, Rhode Island",44,005
103852,"Adams County, Pennsylvania",42,001
168215,"Beaver County, Pennsylvania",42,007
122822,"Blair County, Pennsylvania",42,013
193763,"Butler County, Pennsylvania",42,019
64749,"Carbon County, Pennsylvania",42,025
37241,"Clarion County, Pennsylvania",42,031
64727,"Columbia County, Pennsylvania",42,037
286401,"Dauphin County, Pennsylvania",42,043
270876,"Erie County, Pennsylvania",42,049
155932,"Franklin County, Pennsylvania",42,055
44092,"Huntingdon County, Pennsylvania",42,061
23509,"Juniata County, Pennsylvania",42,067
86070,"Lawrence County, Pennsylvania",42,073
325594,"Luzerne County, Pennsylvania",42,079
46143,"Mifflin County, Pennsylvania",42,087
354663,"Westmoreland County, Pennsylvania",42,129
168808,"Aiken County, South Carolina",45,003
13311,"Bamberg County, South Carolina",45,009
229861,"Berkeley County, South Carolina",45,015
56216,"Cherokee County, South Carolina",45,021
31144,"Clarendon County, South Carolina",45,027
161540,"Dorchester County, South Carolina",45,035
137059,"Florence County, South Carolina",45,041
69351,"Greenwood County, South Carolina",45,047
13288,"Clay County, Illinois",17,025
46863,"Coles County, Illinois",17,029
5275541,"Cook County, Illinois",17,031
10450,"Cumberland County, Illinois",17,035
100420,"DeKalb County, Illinois",17,037
19740,"Douglas County, Illinois",17,041
16866,"Edgar County, Illinois",17,045
6245,"Edwards County, Illinois",17,047
21488,"Fayette County, Illinois",17,051
13534,"Ford County, Illinois",17,053
33609,"Fulton County, Illinois",17,057
4946,"Gallatin County, Illinois",17,059
52533,"Grundy County, Illinois",17,063
17620,"Hancock County, Illinois",17,067
3649,"Hardin County, Illinois",17,069
49284,"Henry County, Illinois",17,073
27077,"Iroquois County, Illinois",17,075
9287,"Jasper County, Illinois",17,079
37113,"Jefferson County, Illinois",17,081
21512,"Jersey County, Illinois",17,083
22035,"Jo Daviess County, Illinois",17,085
13308,"Johnson County, Illinois",17,087
516522,"Kane County, Illinois",17,089
107502,"Kankakee County, Illinois",17,091
131869,"Kendall County, Illinois",17,093
49967,"Knox County, Illinois",17,095
714342,"Lake County, Illinois",17,097
109658,"LaSalle County, Illinois",17,099
15280,"Lawrence County, Illinois",17,101
34145,"Lee County, Illinois",17,103
35815,"Livingston County, Illinois",17,105
27987,"Logan County, Illinois",17,107
27238,"McDonough County, Illinois",17,109
310229,"McHenry County, Illinois",17,111
170954,"McLean County, Illinois",17,113
103998,"Macon County, Illinois",17,115
44967,"Macoupin County, Illinois",17,117
265859,"Madison County, Illinois",17,119
11742,"Marshall County, Illinois",17,123
13086,"Mason County, Illinois",17,125
12297,"Menard County, Illinois",17,129
15699,"Mercer County, Illinois",17,131
28288,"Montgomery County, Illinois",17,135
32915,"Morgan County, Illinois",17,137
51788,"Ogle County, Illinois",17,141
20945,"Perry County, Illinois",17,145
16673,"Piatt County, Illinois",17,147
3763,"Pope County, Illinois",17,151
5193,"Pulaski County, Illinois",17,153
30163,"Randolph County, Illinois",17,157
15813,"Richland County, Illinois",17,159
257400,"St. Clair County, Illinois",17,163
196343,"Sangamon County, Illinois",17,167
6902,"Schuyler County, Illinois",17,169
20990,"Shelby County, Illinois",17,173
5400,"Stark County, Illinois",17,175
131343,"Tazewell County, Illinois",17,179
17244,"Union County, Illinois",17,181
11361,"Wabash County, Illinois",17,185
9172,"Jones County, North Carolina",37,103
63285,"Lee County, North Carolina",37,105
86810,"Lincoln County, North Carolina",37,109
44578,"McDowell County, North Carolina",37,111
21193,"Madison County, North Carolina",37,115
22031,"Martin County, North Carolina",37,117
14903,"Mitchell County, North Carolina",37,121
25751,"Montgomery County, North Carolina",37,123
99727,"Moore County, North Carolina",37,125
94970,"Nash County, North Carolina",37,127
225702,"New Hanover County, North Carolina",37,129
17471,"Northampton County, North Carolina",37,131
204576,"Onslow County, North Carolina",37,133
148696,"Orange County, North Carolina",37,135
12276,"Pamlico County, North Carolina",37,137
40568,"Pasquotank County, North Carolina",37,139
60203,"Pender County, North Carolina",37,141
13005,"Perquimans County, North Carolina",37,143
39097,"Person County, North Carolina",37,145
170243,"Pitt County, North Carolina",37,147
19328,"Polk County, North Carolina",37,149
144171,"Randolph County, North Carolina",37,151
42946,"Richmond County, North Carolina",37,153
116530,"Robeson County, North Carolina",37,155
91096,"Rockingham County, North Carolina",37,157
146875,"Rowan County, North Carolina",37,159
64444,"Rutherford County, North Carolina",37,161
59036,"Sampson County, North Carolina",37,163
34174,"Scotland County, North Carolina",37,165
44520,"Stokes County, North Carolina",37,169
71359,"Surry County, North Carolina",37,171
32986,"Transylvania County, North Carolina",37,175
3245,"Tyrrell County, North Carolina",37,177
42578,"Vance County, North Carolina",37,181
1129410,"Wake County, North Carolina",37,183
11003,"Washington County, North Carolina",37,187
54086,"Watauga County, North Carolina",37,189
65969,"Wilkes County, North Carolina",37,193
78784,"Wilson County, North Carolina",37,195
18470,"Yancey County, North Carolina",37,199
274534,"Atlantic County, New Jersey",34,001
461860,"Burlington County, New Jersey",34,005
523485,"Camden County, New Jersey",34,007
154152,"Cumberland County, New Jersey",34,011
863728,"Essex County, New Jersey",34,013
724854,"Hudson County, New Jersey",34,017
128947,"Hunterdon County, New Jersey",34,019
863162,"Middlesex County, New Jersey",34,023
643615,"Monmouth County, New Jersey",34,025
637229,"Ocean County, New Jersey",34,029
524118,"Passaic County, New Jersey",34,031
345361,"Somerset County, New Jersey",34,035
144221,"Sussex County, New Jersey",34,037
109632,"Warren County, New Jersey",34,041
35809,"Adams County, Indiana",18,001
82208,"Bartholomew County, Indiana",18,005
8719,"Benton County, Indiana",18,007
17478,"Lee County, Texas",48,287
15719,"Leon County, Texas",48,289
91628,"Liberty County, Texas",48,291
22146,"Limestone County, Texas",48,293
3059,"Lipscomb County, Texas",48,295
11335,"Live Oak County, Texas",48,297
21243,"Llano County, Texas",48,299
310639,"Lubbock County, Texas",48,303
7630,"McCulloch County, Texas",48,307
260579,"McLennan County, Texas",48,309
13455,"Madison County, Texas",48,313
9725,"Marion County, Texas",48,315
3953,"Mason County, Texas",48,319
36255,"Matagorda County, Texas",48,321
50748,"Medina County, Texas",48,325
1962,"Menard County, Texas",48,327
24754,"Milam County, Texas",48,331
4456,"Mills County, Texas",48,333
19965,"Montague County, Texas",48,337
620443,"Montgomery County, Texas",48,339
11973,"Morris County, Texas",48,343
1063,"Motley County, Texas",48,345
52624,"Navarro County, Texas",48,349
12217,"Newton County, Texas",48,351
353178,"Nueces County, Texas",48,355
10015,"Ochiltree County, Texas",48,357
84808,"Orange County, Texas",48,361
28409,"Palo Pinto County, Texas",48,363
148222,"Parker County, Texas",48,367
9869,"Parmer County, Texas",48,369
50123,"Polk County, Texas",48,373
118525,"Potter County, Texas",48,375
12164,"Rains County, Texas",48,379
140753,"Randall County, Texas",48,381
2758,"Real County, Texas",48,385
11587,"Red River County, Texas",48,387
6741,"Refugio County, Texas",48,391
827,"Roberts County, Texas",48,393
107819,"Rockwall County, Texas",48,397
9900,"Runnels County, Texas",48,399
9894,"Sabine County, Texas",48,403
7918,"San Augustine County, Texas",48,405
68755,"San Patricio County, Texas",48,409
5730,"San Saba County, Texas",48,411
16932,"Scurry County, Texas",48,415
3105,"Shackelford County, Texas",48,417
2782,"Sherman County, Texas",48,421
233479,"Smith County, Texas",48,423
20337,"Lavaca County, Texas",48,285
9205,"Somervell County, Texas",48,425
65920,"Starr County, Texas",48,427
9101,"Stephens County, Texas",48,429
1372,"Sterling County, Texas",48,431
1245,"Stonewall County, Texas",48,433
3372,"Sutton County, Texas",48,435
6971,"Swisher County, Texas",48,437
2110640,"Tarrant County, Texas",48,439
143208,"Taylor County, Texas",48,441
760,"Terrell County, Texas",48,443
11831,"Terry County, Texas",48,445
1440,"Throckmorton County, Texas",48,447
28791,"Jasper County, South Carolina",45,053
16531,"Lee County, South Carolina",45,061
29183,"Marion County, South Carolina",45,067
78607,"Oconee County, South Carolina",45,073
416147,"Richland County, South Carolina",45,079
105556,"Sumter County, South Carolina",45,085
2747,"Aurora County, South Dakota",46,003
7003,"Bon Homme County, South Dakota",46,009
5247,"Brule County, South Dakota",46,015
3461,"Hanson County, South Dakota",46,061
7427,"Hutchinson County, South Dakota",46,067
1663,"Jerauld County, South Dakota",46,073
25768,"Lawrence County, South Dakota",46,081
5682,"McCook County, South Dakota",46,087
29852,"Meade County, South Dakota",46,093
197214,"Minnehaha County, South Dakota",46,099
109222,"Pennington County, South Dakota",46,103
2330,"Sanborn County, South Dakota",46,111
1446,"Sully County, South Dakota",46,119
8673,"Turner County, South Dakota",46,125
23310,"Yankton County, South Dakota",46,135
50237,"Bedford County, Tennessee",47,003
135280,"Blount County, Tennessee",47,009
14506,"Cannon County, Tennessee",47,015
41072,"Cheatham County, Tennessee",47,021
7581,"Clay County, Tennessee",47,027
13911,"Crockett County, Tennessee",47,033
11435,"Decatur County, Tennessee",47,039
11617,"Jackson County, Tennessee",47,087
478971,"Knox County, Tennessee",47,093
44159,"Lawrence County, Tennessee",47,099
54886,"Loudon County, Tennessee",47,105
25216,"Macon County, Tennessee",47,111
34318,"Marshall County, Tennessee",47,117
46250,"Monroe County, Tennessee",47,123
21035,"Morgan County, Tennessee",47,129
8366,"Perry County, Tennessee",47,135
79854,"Putnam County, Tennessee",47,141
72803,"Robertson County, Tennessee",47,147
98380,"Sevier County, Tennessee",47,155
13657,"Stewart County, Tennessee",47,161
60970,"Tipton County, Tennessee",47,167
19802,"Union County, Tennessee",47,173
133001,"Washington County, Tennessee",47,179
27351,"White County, Tennessee",47,185
7072,"Beaver County, Utah",49,001
20412,"Carbon County, Utah",49,007
19596,"Duchesne County, Utah",49,013
37363,"Addison County, Vermont",50,001
168323,"Chittenden County, Vermont",50,007
7293,"Grand Isle County, Vermont",50,013
27393,"Orleans County, Vermont",50,019
45905,"Windham County, Vermont",50,025
112395,"Albemarle County, Virginia",51,003
31307,"Amherst County, Virginia",51,009
77487,"Augusta County, Virginia",51,015
6270,"Bland County, Virginia",51,021
20355,"Buchanan County, Virginia",51,027
16835,"Warren County, Illinois",17,187
16179,"Wayne County, Illinois",17,191
55691,"Whiteside County, Illinois",17,195
696355,"Will County, Illinois",17,197
285350,"Winnebago County, Illinois",17,201
38467,"Woodford County, Illinois",17,203
3704,"Adams County, Iowa",19,003
14061,"Allamakee County, Iowa",19,005
5674,"Audubon County, Iowa",19,009
131144,"Black Hawk County, Iowa",19,013
26715,"Boone County, Iowa",19,015
20565,"Buchanan County, Iowa",19,019
14334,"Butler County, Iowa",19,023
9927,"Calhoun County, Iowa",19,025
13127,"Cass County, Iowa",19,029
18505,"Cedar County, Iowa",19,031
11658,"Cherokee County, Iowa",19,035
12012,"Chickasaw County, Iowa",19,037
16384,"Clay County, Iowa",19,041
46460,"Clinton County, Iowa",19,045
16525,"Crawford County, Iowa",19,047
9110,"Davis County, Iowa",19,051
7645,"Decatur County, Iowa",19,053
38910,"Des Moines County, Iowa",19,057
17703,"Dickinson County, Iowa",19,059
99266,"Dubuque County, Iowa",19,061
9388,"Emmet County, Iowa",19,063
19509,"Fayette County, Iowa",19,065
15627,"Floyd County, Iowa",19,067
10019,"Franklin County, Iowa",19,069
6605,"Fremont County, Iowa",19,071
8771,"Greene County, Iowa",19,073
12329,"Grundy County, Iowa",19,075
10623,"Guthrie County, Iowa",19,077
15039,"Hamilton County, Iowa",19,079
10795,"Hancock County, Iowa",19,081
16878,"Hardin County, Iowa",19,083
14582,"Harrison County, Iowa",19,085
20482,"Henry County, Iowa",19,087
9469,"Howard County, Iowa",19,089
9597,"Humboldt County, Iowa",19,091
7005,"Ida County, Iowa",19,093
16662,"Iowa County, Iowa",19,095
19485,"Jackson County, Iowa",19,097
15663,"Jefferson County, Iowa",19,101
152854,"Johnson County, Iowa",19,103
10033,"Keokuk County, Iowa",19,107
33555,"Lee County, Iowa",19,111
230299,"Linn County, Iowa",19,113
8634,"Lucas County, Iowa",19,117
11934,"Lyon County, Iowa",19,119
22190,"Mahaska County, Iowa",19,123
40105,"Marshall County, Iowa",19,127
14484,"Mills County, Iowa",19,129
8751,"Monona County, Iowa",19,133
7577,"Monroe County, Iowa",19,135
43235,"Muscatine County, Iowa",19,139
6192,"Osceola County, Iowa",19,143
15211,"Page County, Iowa",19,145
25698,"Plymouth County, Iowa",19,149
7078,"Pocahontas County, Iowa",19,151
70812,"Boone County, Indiana",18,011
15475,"Brown County, Indiana",18,013
37870,"Cass County, Indiana",18,017
121093,"Clark County, Indiana",18,019
33190,"Clinton County, Indiana",18,023
10526,"Crawford County, Indiana",18,025
50679,"Dearborn County, Indiana",18,029
26472,"Decatur County, Indiana",18,031
111903,"Delaware County, Indiana",18,035
43637,"Dubois County, Indiana",18,037
23398,"Fayette County, Indiana",18,041
80484,"Floyd County, Indiana",18,043
16479,"Fountain County, Indiana",18,045
22785,"Franklin County, Indiana",18,047
20480,"Fulton County, Indiana",18,049
33011,"Gibson County, Indiana",18,051
66674,"Grant County, Indiana",18,053
30803,"Greene County, Indiana",18,055
347467,"Hamilton County, Indiana",18,057
79840,"Hancock County, Indiana",18,059
39654,"Harrison County, Indiana",18,061
174788,"Hendricks County, Indiana",18,063
48914,"Henry County, Indiana",18,065
83658,"Howard County, Indiana",18,067
36662,"Huntington County, Indiana",18,069
46428,"Jackson County, Indiana",18,071
32918,"Jasper County, Indiana",18,073
20478,"Jay County, Indiana",18,075
33147,"Jefferson County, Indiana",18,077
27613,"Jennings County, Indiana",18,079
161765,"Johnson County, Indiana",18,081
36282,"Knox County, Indiana",18,083
40446,"LaGrange County, Indiana",18,087
498700,"Lake County, Indiana",18,089
45011,"Lawrence County, Indiana",18,093
130129,"Madison County, Indiana",18,095
46095,"Marshall County, Indiana",18,099
9812,"Martin County, Indiana",18,101
139718,"Monroe County, Indiana",18,105
37936,"Montgomery County, Indiana",18,107
13830,"Newton County, Indiana",18,111
47457,"Noble County, Indiana",18,113
19867,"Orange County, Indiana",18,117
21321,"Owen County, Indiana",18,119
19170,"Perry County, Indiana",18,123
12250,"Pike County, Indiana",18,125
25222,"Posey County, Indiana",18,129
12514,"Pulaski County, Indiana",18,131
24502,"Randolph County, Indiana",18,135
28995,"Ripley County, Indiana",18,137
272912,"St. Joseph County, Indiana",18,141
45055,"Shelby County, Indiana",18,145
19810,"Spencer County, Indiana",18,147
34435,"Steuben County, Indiana",18,151
20817,"Sullivan County, Indiana",18,153
186251,"Tippecanoe County, Indiana",18,157
15359,"Tipton County, Indiana",18,159
180136,"Vanderburgh County, Indiana",18,163
15439,"Vermillion County, Indiana",18,165
30976,"Wabash County, Indiana",18,169
31247,"Titus County, Texas",48,449
120003,"Tom Green County, Texas",48,451
1290188,"Travis County, Texas",48,453
13602,"Trinity County, Texas",48,455
19798,"Tyler County, Texas",48,457
40892,"Upshur County, Texas",48,459
3308,"Upton County, Texas",48,461
24564,"Uvalde County, Texas",48,463
59541,"Van Zandt County, Texas",48,467
91319,"Victoria County, Texas",48,469
56794,"Waller County, Texas",48,473
11644,"Ward County, Texas",48,475
267114,"Webb County, Texas",48,479
41570,"Wharton County, Texas",48,481
129350,"Wichita County, Texas",48,485
12887,"Wilbarger County, Texas",48,487
609017,"Williamson County, Texas",48,491
49753,"Wilson County, Texas",48,493
68632,"Wise County, Texas",48,497
44843,"Wood County, Texas",48,499
17867,"Young County, Texas",48,503
13889,"Zapata County, Texas",48,505
37570,"Covington County, Alabama",01,039
49326,"Dale County, Alabama",01,045
87977,"Elmore County, Alabama",01,051
16321,"Fayette County, Alabama",01,057
26659,"Geneva County, Alabama",01,061
17146,"Henry County, Alabama",01,067
674721,"Jefferson County, Alabama",01,073
33073,"Lawrence County, Alabama",01,079
103570,"Limestone County, Alabama",01,083
388153,"Madison County, Alabama",01,089
97612,"Marshall County, Alabama",01,095
228954,"Montgomery County, Alabama",01,101
8511,"Perry County, Alabama",01,105
21967,"Randolph County, Alabama",01,111
223024,"Shelby County, Alabama",01,117
82149,"Talladega County, Alabama",01,121
65342,"Walker County, Alabama",01,127
23540,"Winston County, Alabama",01,133
40474,"Amador County, California",06,005
45292,"Calaveras County, California",06,009
27743,"Del Norte County, California",06,015
28917,"Glenn County, California",06,021
19016,"Inyo County, California",06,027
68163,"Lake County, California",06,033
10014009,"Los Angeles County, California",06,037
448229,"Santa Barbara County, California",06,083
182155,"Shasta County, California",06,089
30887,"Caroline County, Virginia",51,033
364548,"Chesterfield County, Virginia",51,041
52552,"Culpeper County, Virginia",51,047
27947,"Dinwiddie County, Virginia",51,053
72972,"Fauquier County, Virginia",51,061
54477,"Franklin County, Virginia",51,067
38711,"Gloucester County, Virginia",51,073
20552,"Greene County, Virginia",51,079
109979,"Hanover County, Virginia",51,085
2232,"Highland County, Virginia",51,091
60501,"Pittsylvania County, Virginia",51,143
482204,"Prince William County, Virginia",51,153
8923,"Richmond County, Virginia",51,159
83757,"Rockingham County, Virginia",51,165
44186,"Shenandoah County, Virginia",51,171
140032,"Spotsylvania County, Virginia",51,177
10829,"Sussex County, Virginia",51,183
53935,"Washington County, Virginia",51,191
28290,"Wythe County, Virginia",51,197
17219,"Bristol city, Virginia",51,520
249422,"Chesapeake city, Virginia",51,550
5766,"Emporia city, Virginia",51,595
8180,"Franklin city, Virginia",51,620
137148,"Hampton city, Virginia",51,650
7320,"Lexington city, Virginia",51,678
17219,"Manassas Park city, Virginia",51,685
238005,"Norfolk city, Virginia",51,710
12460,"Poquoson city, Virginia",51,735
226610,"Richmond city, Virginia",51,760
32977,"Jefferson County, Washington",53,031
22735,"Klickitat County, Washington",53,039
65726,"Mason County, Washington",53,045
13401,"Pend Oreille County, Washington",53,051
129523,"Skagit County, Washington",53,057
539339,"Spokane County, Washington",53,063
4422,"Wahkiakum County, Washington",53,069
47973,"Whitman County, Washington",53,075
122076,"Berkeley County, West Virginia",54,003
22559,"Brooke County, West Virginia",54,009
7808,"Doddridge County, West Virginia",54,017
10976,"Grant County, West Virginia",54,023
29095,"Hancock County, West Virginia",54,029
27791,"Jackson County, West Virginia",54,035
17033,"Lewis County, West Virginia",54,041
19111,"McDowell County, West Virginia",54,047
25453,"Mason County, West Virginia",54,053
23568,"Mingo County, West Virginia",54,059
17063,"Morgan County, West Virginia",54,065
20654,"Adams County, Wisconsin",55,001
16220,"Bayfield County, Wisconsin",55,007
16526,"Burnett County, Wisconsin",55,013
34659,"Clark County, Wisconsin",55,019
561504,"Dane County, Wisconsin",55,025
44295,"Douglas County, Wisconsin",55,031
4558,"Florence County, Wisconsin",55,037
51938,"Grant County, Wisconsin",55,043
23709,"Iowa County, Wisconsin",55,049
84900,"Jefferson County, Wisconsin",55,055
93667,"Pottawattamie County, Iowa",19,155
4663,"Ringgold County, Iowa",19,159
9814,"Sac County, Iowa",19,161
11746,"Shelby County, Iowa",19,165
35872,"Sioux County, Iowa",19,167
17135,"Tama County, Iowa",19,171
12138,"Union County, Iowa",19,175
7203,"Van Buren County, Iowa",19,177
52403,"Warren County, Iowa",19,181
22565,"Washington County, Iowa",19,183
36999,"Webster County, Iowa",19,187
20070,"Winneshiek County, Iowa",19,191
105941,"Woodbury County, Iowa",19,193
12943,"Wright County, Iowa",19,197
68106,"Allegany County, Maryland",24,001
854535,"Baltimore County, Maryland",24,005
33293,"Caroline County, Maryland",24,011
172891,"Carroll County, Maryland",24,013
166617,"Charles County, Maryland",24,017
32531,"Dorchester County, Maryland",24,019
28806,"Garrett County, Maryland",24,023
260924,"Harford County, Maryland",24,025
19198,"Kent County, Maryland",24,029
967201,"Prince George's County, Maryland",24,033
49874,"Queen Anne's County, Maryland",24,035
24620,"Somerset County, Maryland",24,039
37526,"Talbot County, Maryland",24,041
154705,"Washington County, Maryland",24,043
103588,"Wicomico County, Maryland",24,045
52460,"Worcester County, Maryland",24,047
585708,"Baltimore city, Maryland",24,510
10167,"Alcona County, Michigan",26,001
8842,"Alger County, Michigan",26,003
120502,"Allegan County, Michigan",26,005
28907,"Alpena County, Michigan",26,007
23431,"Antrim County, Michigan",26,009
15002,"Arenac County, Michigan",26,011
8158,"Baraga County, Michigan",26,013
62423,"Barry County, Michigan",26,015
103856,"Bay County, Michigan",26,017
17970,"Benzie County, Michigan",26,019
154316,"Berrien County, Michigan",26,021
44862,"Branch County, Michigan",26,023
134310,"Calhoun County, Michigan",26,025
51589,"Cass County, Michigan",26,027
26054,"Charlevoix County, Michigan",26,029
36785,"Chippewa County, Michigan",26,033
30856,"Clare County, Michigan",26,035
12988,"Crawford County, Michigan",26,039
36903,"Delta County, Michigan",26,041
109175,"Eaton County, Michigan",26,045
406211,"Genesee County, Michigan",26,049
25386,"Gladwin County, Michigan",26,051
95238,"Grand Traverse County, Michigan",26,055
41761,"Gratiot County, Michigan",26,057
37361,"Houghton County, Michigan",26,061
31407,"Huron County, Michigan",26,063
66804,"Ionia County, Michigan",26,067
11631,"Iron County, Michigan",26,071
8440,"Warren County, Indiana",18,171
28182,"Washington County, Indiana",18,175
66553,"Wayne County, Indiana",18,177
24688,"White County, Indiana",18,181
34191,"Whitley County, Indiana",18,183
129026,"Berkshire County, Massachusetts",25,003
579200,"Bristol County, Massachusetts",25,005
809829,"Essex County, Massachusetts",25,009
71029,"Franklin County, Massachusetts",25,011
162308,"Hampshire County, Massachusetts",25,015
1632002,"Middlesex County, Massachusetts",25,017
725981,"Norfolk County, Massachusetts",25,021
530819,"Plymouth County, Massachusetts",25,023
797936,"Suffolk County, Massachusetts",25,025
862111,"Worcester County, Massachusetts",25,027
27477,"Adams County, Ohio",39,001
102206,"Allen County, Ohio",39,003
52447,"Ashland County, Ohio",39,005
97574,"Ashtabula County, Ohio",39,007
62431,"Athens County, Ohio",39,009
46422,"Auglaize County, Ohio",39,011
