countyCode,state,total_claims,total_building_damage,total_content_damage
41045,OR,48,166557.75,17808.12
41047,OR,400,4979271.66,981199.74
41049,OR,8,11142.18,4467.81
41051,OR,346,4040688.73,507346.45
41053,OR,78,625488.63,192167.04
41055,OR,1,35828.99,4897.5
41057,OR,754,11329472.16,3622448.97
41059,OR,93,1562086.68,185065.23
41061,OR,21,157764.44,7626.42
41063,OR,16,17277.41,220.0
41065,OR,10,88731.75,5046.07
41067,OR,408,4980523.37,436177.81
41069,OR,3,8765.46,0.0
41071,OR,108,1162458.76,57306.13
42001,PA,399,5938635.43,672672.54
42003,PA,4817,58613509.33,22468345.04
42005,PA,435,4937733.82,1211272.71
42007,PA,830,10987115.34,2266630.67
42009,PA,1185,10474674.63,2793253.5
42011,PA,1312,17485532.98,6052594.6
42013,PA,1111,7313389.78,1195007.7
42015,PA,898,19520697.14,4818051.81
42017,PA,5252,122932197.7,24462402.98
42019,PA,874,11674383.08,3693370.32
42021,PA,798,2334610.62,872759.35
42023,PA,73,438426.74,93512.57
42025,PA,94,416220.82,34567.06
42027,PA,337,2129834.92,832623.52
42029,PA,1910,27995846.73,9501715.94
42031,PA,188,1794621.92,1132884.41
42033,PA,531,4846048.49,1020010.65
42035,PA,899,6309107.74,1840375.54
42037,PA,2200,52602532.15,8656853.75
42039,PA,330,1443076.88,228150.92
42041,PA,1598,14099489.47,2716031.63
42043,PA,5245,72938918.95,11972762.73
42045,PA,3032,42923240.1,14182511.08
42047,PA,316,4156475.39,4036133.75
42049,PA,511,4750666.23,1222028.49
42051,PA,718,7539510.08,2506765.07
42053,PA,14,162204.68,31360.98
42055,PA,188,951410.93,96199.19
42057,PA,16,310407.89,52438.26
42059,PA,264,2603055.92,876692.66
42061,PA,531,5948532.8,2826124.03
42063,PA,384,2142994.88,169431.39
42065,PA,370,4292847.15,3416647.71
42067,PA,178,949646.95,165883.26
42069,PA,1368,14647758.53,5833927.77
42071,PA,2105,26074125.06,6606379.41
42073,PA,207,1476071.2,427883.68
42075,PA,1005,12515207.94,2883720.91
42077,PA,965,8031924.64,4392424.24
42079,PA,4146,73893131.05,18709501.55
42081,NY,2,150643.0,42963.89
42081,PA,3871,49495783.87,8018785.13
42083,PA,157,852408.94,149279.08
42085,PA,120,653071.17,226930.23
42087,PA,487,2972100.12,880734.34
42089,PA,436,11050297.59,3498162.74
42091,PA,6187,143958967.75,40752922.79
42093,PA,154,2337031.54,824544.46
42095,PA,1560,39756333.7,6826956.96
42097,PA,1721,19780821.08,4351774.67
42099,PA,749,6785811.59,625182.62
42101,PA,1695,38286000.68,9238254.47
42103,PA,219,2441546.75,522999.38
42105,PA,90,1005415.81,118400.64
42107,PA,1041,19223283.31,6913559.08
42109,PA,904,10130790.97,1466939.58
42111,PA,390,2188739.12,373774.55
42113,PA,134,3240746.43,619473.14
42115,PA,506,10114018.16,3149514.03
42117,PA,230,2990023.47,399390.03
42119,PA,927,9892136.84,1844827.91
42121,PA,428,2580247.42,3296536.01
42123,PA,126,863307.68,198101.23
42125,PA,1125,15118159.92,5630175.51
42127,PA,221,4130542.14,568756.28
42129,PA,1571,16052669.64,5111676.36
42131,PA,1189,22351808.99,5134986.8
42133,PA,1753,16546243.49,4067447.59
44001,RI,830,4452600.16,451129.41
44003,RI,1300,16498886.35,4984344.63
44005,RI,804,10787768.32,1031484.48
44007,RI,1623,35688102.95,13107995.2
44009,RI,2397,44083225.04,7166242.99
45001,SC,2,27580.94,0.0
45003,SC,42,183210.15,27729.1
45005,SC,6,185911.17,96178.82
45007,SC,39,805303.64,121888.54
45009,SC,33,836576.39,863067.25
45011,SC,6,39087.96,1447.55
45013,SC,4965,70721930.31,9825452.95
45015,SC,618,7520795.92,1196565.23
45017,SC,5,9562.3,0.0
45019,SC,19281,278311682.48,33609948.04
45021,SC,6,43156.32,2921.23
45023,SC,8,81493.32,7059.64
45025,SC,13,147713.93,18730.41
45027,SC,43,496960.94,43049.84
45029,SC,766,6602339.76,617358.51
45031,SC,109,1346799.27,195184.87
45033,SC,102,3961637.37,849717.94
45035,SC,779,14247222.99,2510943.23
45037,SC,18,292963.67,72816.94
45039,SC,75,894035.33,69629.08
45041,SC,399,5865244.14,1121741.31
45043,SC,4746,98570274.46,15704480.79
45045,SC,857,11411983.27,3135181.9
45047,SC,42,654421.47,66882.13
45049,SC,20,216485.2,32227.1
45051,SC,12522,288242029.79,49993069.07
45053,SC,113,1978844.04,620980.01
45055,SC,122,954970.88,17616.09
45057,SC,34,460439.19,53260.0
45059,SC,18,559573.1,3824.39
45061,SC,16,139774.05,43472.6
45063,SC,691,13191793.35,917675.0
45065,SC,2,88140.99,0.0
45067,SC,491,17956162.23,2542144.75
45069,SC,24,403108.28,15055.24
45071,SC,39,228329.01,52981.23
45073,SC,24,170274.76,9100.0
45075,SC,122,2832133.77,644822.11
45077,SC,63,1478742.88,185151.48
45079,SC,1358,53114906.12,6627956.85
45081,SC,11,26053.7,2688.9
45083,SC,157,2177503.34,409574.99
45085,SC,291,6895178.95,749834.32
45087,SC,1,34357.45,6166.05
45089,SC,118,2969536.85,386165.27
45091,SC,77,561129.8,89967.8
46003,SD,2,74396.15,20000.0
46005,SD,24,347823.53,20260.49
46009,SD,2,24184.01,0.0
46011,SD,143,1145832.73,69094.41
46013,SD,484,3058316.62,209089.37
46015,SD,7,195764.0,57092.93
46019,SD,13,13691.63,625.5
46021,SD,1,165942.06,0.0
46023,SD,11,405263.56,98996.89
46025,SD,15,191041.64,1496.35
46027,SD,13,49151.86,3801.5
46029,SD,472,5602974.3,915131.47
46031,SD,1,450.0,0.0
46033,SD,50,626564.19,18954.29
46035,SD,30,1555123.58,470789.91
46037,SD,256,3957861.33,63775.87
46043,SD,1,520.3,0.0
46045,SD,6,990.46,2278.1
46047,SD,1,25.0,0.0
46049,SD,3,5206.44,0.0
46051,SD,40,293445.99,35692.79
46053,SD,3,158753.74,8581.43
46055,SD,2,0.0,0.0
46057,SD,347,4083661.13,353519.49
46059,SD,8,109747.93,12151.08
46061,SD,10,143643.6,23284.19
46063,SD,1,0.0,0.0
46065,SD,88,658643.6,36528.48
46067,SD,14,205911.94,102790.06
46069,SD,1,0.0,0.0
46077,SD,47,611278.12,9619.05
46079,SD,291,6374965.85,1328942.38
46081,SD,38,269640.43,7092.25
46083,SD,39,1835415.52,191046.98
46085,SD,16,276730.85,116097.84
46087,SD,29,512225.08,63631.52
46089,SD,3,14910.58,0.0
46091,SD,13,149192.25,5866.64
46093,SD,23,51003.17,1778.07
46099,SD,425,7298206.7,1532215.87
46101,SD,59,729475.66,30386.86
46103,SD,135,528430.32,27152.82
46109,MN,2,34479.68,1000.0
46109,SD,49,519545.03,42025.41
46111,SD,11,43054.75,0.0
46115,SD,74,864781.33,105377.69
46117,SD,117,2268941.34,151394.24
46119,SD,5,22792.99,0.0
46121,SD,4,1937.12,0.0
46125,SD,26,910975.45,140546.26
46127,SD,443,6826448.95,685219.57
46135,SD,62,1337132.0,180603.99
46137,SD,3,3427.42,0.0
47001,TN,55,236284.53,25744.76
47003,TN,30,279342.44,52675.23
47005,TN,19,464549.31,46275.63
47009,TN,60,553831.55,702111.28
47011,TN,203,1833433.76,375188.41
47013,TN,60,647178.27,63130.59
47015,TN,48,794048.45,575454.22
47017,TN,19,420541.67,100278.9
47019,TN,287,4949042.59,300252.86
47021,TN,513,19604390.69,5631552.47
47023,TN,2,40722.12,1126.14
47025,TN,30,424260.96,55497.75
47027,TN,24,364464.67,71230.79
47029,TN,82,4804501.53,996454.17
47031,TN,26,149366.88,21696.9
47033,TN,10,407813.57,16679.64
47035,TN,4,7780.48,0.0
47037,TN,4770,151800599.98,32463262.07
47039,TN,111,1629646.42,124347.43
47041,TN,17,149337.81,11810.2
47043,TN,71,3782344.4,267188.57
47045,TN,297,6428188.1,705541.91
47047,TN,26,662275.67,69459.93
47051,TN,32,202799.13,20440.46
47053,TN,223,2383662.42,814913.34
47055,TN,30,421957.42,35263.35
47057,TN,2,24507.75,0.0
47059,TN,35,1001702.35,363497.15
47061,TN,3,15890.61,19859.22
47063,TN,26,236218.89,39079.22
47065,TN,1748,25201801.58,4864759.22
47067,TN,16,257875.09,33122.81
47069,TN,3,12312.63,0.0
47071,TN,209,3294183.95,538519.81
47073,TN,16,100766.41,7472.09
47075,TN,89,1490737.75,58499.97
47077,TN,18,461013.06,89801.81
47079,TN,30,124115.95,7445.99
47081,TN,54,3794961.21,795216.62
47083,TN,64,1474900.01,164277.04
47085,TN,235,14172672.07,1491183.45
47087,TN,18,732519.3,515948.29
47089,TN,24,227134.83,41104.76
47091,TN,51,1821106.05,405892.13
47093,TN,597,6403832.18,1469297.61
47095,TN,29,323617.83,47399.16
47097,TN,323,4018935.15,561595.66
47099,TN,35,611432.2,103648.31
47101,TN,19,437896.86,39531.66
47103,TN,49,584944.62,73730.9
47105,TN,45,436819.93,72766.84
47107,TN,40,130272.94,220649.12
47109,TN,17,760612.47,55161.05
47111,TN,20,176948.96,15887.87
47113,TN,173,2866526.91,564524.84
47115,TN,117,1087845.75,115560.31
47117,TN,50,447375.46,79246.21
47119,TN,198,2815257.94,482965.41
47121,TN,3,14515.67,3213.16
47123,TN,16,149125.52,71135.0
47125,TN,313,9874954.64,1112404.85
47129,TN,8,57633.8,319.95
47131,TN,188,3149719.06,753165.24
47133,TN,11,139898.23,19514.97
47135,TN,112,2133773.76,346660.32
47139,TN,43,538177.14,99386.79
47141,TN,34,832786.01,281088.12
47143,TN,82,1131727.17,555665.44
47145,TN,40,216384.42,287033.88
47147,TN,70,1754791.95,371188.92
47149,TN,452,5952326.61,1055311.86
47153,TN,20,132645.59,1320.62
47155,TN,349,3276890.69,837034.1
47157,TN,1014,20991816.19,3907802.05
47159,TN,283,3748515.74,1663967.86
47161,TN,17,478876.55,92848.0
47163,TN,197,1647054.5,331873.59
47165,TN,704,11516572.02,2749514.08
47167,TN,145,4238301.14,915160.18
47169,TN,26,251497.52,21171.8
47171,TN,63,879645.2,397452.48
47173,TN,9,194101.59,6767.27
47175,TN,14,343629.6,2616.1
47177,TN,28,263609.49,47658.4
47179,TN,151,4364751.74,1649404.79
47181,TN,71,1440727.27,402551.29
47183,TN,17,50113.44,23756.25
47185,TN,5,53377.24,0.0
47187,TN,1099,26766340.99,3985453.81
47189,TN,572,10228410.46,975230.13
48001,TX,19,247344.56,45644.94
48005,TX,328,4700377.93,701560.31
48007,TX,4121,50396443.64,13318887.54
48009,TX,24,726733.54,132666.05
48013,TX,36,390514.59,125386.65
48015,TX,326,11163589.02,2902725.01
48019,TX,215,4167957.37,1492716.25
48021,TX,331,8066503.63,1792825.49
48023,TX,3,14295.2,8307.24
48025,TX,90,995269.85,264199.98
48027,TX,497,11750785.73,2636840.57
48029,TX,2298,27061079.35,6558782.88
48031,TX,43,1844264.6,642828.38
48035,TX,43,1139370.67,333647.82
48037,TX,242,4188542.39,984160.61
48039,TX,21409,480228187.12,147087677.77
48041,TX,569,6719044.6,893475.02
48043,TX,12,41853.06,10318.6
48047,TX,185,905149.23,263102.09
48049,TX,533,7343185.5,2179113.42
48051,TX,62,1259177.78,235420.92
48053,TX,626,20716310.25,3836021.23
48055,TX,180,6002380.35,1322759.34
48057,TX,831,6478214.71,1533610.14
48059,TX,6,31379.83,14700.0
48061,TX,7054,146805661.95,37516740.83
48063,TX,3,6887.34,0.0
48065,TX,3,36311.15,0.0
48067,TX,30,585463.09,187808.15
48071,TX,2093,94692703.29,34027573.75
48073,TX,66,596085.44,28589.01
48075,TX,1,6100.0,1700.0
48077,TX,48,1179852.96,499820.64
48083,TX,13,115658.06,22846.47
48085,TX,356,4303237.99,898190.21
48087,TX,4,16149.75,1166.08
48089,TX,83,3788916.67,628839.56
48091,TX,1218,46138357.52,14257045.06
48093,TX,12,51379.87,22115.56
48095,TX,1,16344.57,10000.0
48097,TX,370,8739055.32,1710521.12
48099,TX,72,1065426.38,45617.15
48105,TX,1,11661.63,0.0
48107,TX,1,30244.66,2274.29
48109,TX,1,63111.62,0.0
48111,TX,3,884.33,0.0
48113,TX,3427,53416537.03,14507902.4
48115,TX,10,124242.93,18360.0
48117,TX,10,33017.95,0.0
48119,TX,1,2840.52,0.0
48121,TX,556,9041421.63,1371621.93
48123,TX,227,4563375.49,1246407.54
48127,TX,10,347226.53,126919.17
48129,TX,7,7175.1,0.0
48131,TX,17,251534.83,47621.99
48133,TX,171,4094090.47,986058.44
48135,TX,184,2268739.07,97376.61
48139,TX,157,4596967.53,1376346.0
48141,TX,779,5836044.16,517595.94
48143,TX,21,584386.83,85263.11
48145,TX,9,171656.11,6028.87
48147,TX,60,1393505.57,342066.79
48149,TX,133,7075182.43,1259962.51
48151,TX,8,57885.06,8704.53
48157,TX,7385,343778011.66,105939974.59
48159,TX,13,271360.88,54906.5
48161,TX,17,463187.29,124206.94
48163,TX,6,49663.4,7196.13
48165,TX,10,50554.89,7198.38
48167,TX,60611,1898791762.5,549987946.94
48169,TX,1,11852.99,0.0
48171,TX,13,87102.32,3883.0
48175,TX,16,351683.33,72020.92
48177,TX,219,5099437.17,1296255.3
48179,TX,3,5050.64,0.0
48181,TX,743,15837632.56,2396554.0
48183,TX,239,3411039.13,578913.58
48185,TX,89,1234332.97,155580.71
48187,TX,2455,83738421.92,23975929.44
48189,TX,13,33838.14,515.0
48191,TX,2,1760.66,1000.0
48193,TX,2,5523.1,0.0
48195,TX,1,966.2,0.0
48199,TX,2388,140282308.68,50023814.03
48201,TX,170766,6802812122.87,1937028460.5
48203,TX,257,4572504.45,863522.31
48205,TX,1,3534.58,0.0
48207,TX,176,1870318.91,440144.96
48209,TX,1489,58339577.43,13082753.27
48213,TX,84,1576669.63,1334607.81
48215,TX,4379,93642573.5,23717735.96
48217,TX,31,375345.32,87233.16
48219,TX,15,131533.21,0.0
48221,TX,179,3148247.49,414217.58
48223,TX,36,258153.31,46039.48
48225,TX,28,314377.85,68392.43
48227,TX,30,447971.95,31791.31
48229,TX,1,245314.1,0.0
48231,TX,62,1334525.69,291911.4
48233,TX,2,11615.26,2900.0
48235,TX,2,13409.54,0.0
48237,TX,6,228827.3,55660.07
48239,TX,232,2874859.17,506771.07
48241,TX,228,5669661.55,1864313.56
48245,TX,22637,877253735.46,308178504.47
48247,TX,11,37014.58,41.2
48249,TX,187,1410850.94,217344.21
48251,TX,332,3857647.34,1055870.31
48253,TX,119,3121441.8,821273.76
48255,TX,15,101962.93,2692.6
48257,TX,77,1638673.33,428390.51
48259,TX,227,2707491.89,677508.45
48261,TX,1,56217.19,3111.3
48265,TX,308,16531750.51,2986079.42
48267,TX,18,298040.98,91369.13
48271,TX,6,136487.9,22292.85
48273,TX,279,1726300.88,432345.31
48277,TX,130,1945288.24,200670.89
48279,TX,1,0.0,0.0
48281,TX,43,616562.97,138401.24
48283,TX,18,63676.55,5676.47
48285,TX,115,798067.65,698827.49
48287,TX,25,553457.5,94545.05
48289,TX,8,101297.18,28460.67
48291,TX,3304,84117653.77,24976875.03
48293,TX,291,3715976.44,869961.73
48295,TX,6,187844.7,50000.0
48297,TX,56,714240.99,213800.02
48299,TX,692,17896022.78,1999083.85
48303,TX,346,2588364.95,147951.04
48305,TX,1,21527.42,199.62
48307,TX,1,16990.15,2000.0
48309,TX,354,4256136.86,893561.82
48311,TX,2,642.05,0.0
48313,TX,26,416716.37,35182.05
48315,TX,46,585089.91,104454.82
48317,TX,1,196.0,194.25
48319,TX,5,99062.45,20000.0
48321,TX,2137,19127373.29,5282618.19
48323,TX,161,4411517.84,1030245.91
48325,TX,146,2930434.14,712059.91
48327,TX,36,230206.93,59939.95
48329,TX,145,1404759.11,173110.81
48331,TX,15,170563.67,29760.05
48335,TX,6,39206.99,13692.75
48337,TX,77,1200028.5,257504.08
48339,TX,13008,498261042.99,133084406.3
48343,TX,5,26907.36,0.0
48347,TX,241,3701820.71,392222.06
48349,TX,108,2310235.42,276996.96
48351,TX,552,21835212.04,5886934.44
48353,TX,56,1031259.3,80567.78
48355,TX,8655,147651595.56,38720247.86
48361,TX,12854,740779828.8,301559519.8
48363,TX,97,1192860.52,201631.7
48365,TX,7,40764.46,26401.9
48367,TX,277,3451855.63,1023763.45
48373,TX,346,7893111.23,2154882.58
48375,TX,387,4106075.87,1326565.93
48377,TX,3,24032.27,0.0
48379,TX,8,203862.17,51022.81
48381,TX,328,2742253.46,571381.53
48385,TX,59,587854.84,84856.94
48389,TX,2,1019.89,0.0
48391,TX,122,1453524.95,440386.89
48395,TX,53,1290821.86,161858.62
48397,TX,59,1313019.13,99647.65
48399,TX,6,114194.23,26042.92
48401,TX,62,350295.58,32258.56
48403,TX,5,24092.82,1546.26
48405,TX,6,82282.9,0.0
48407,TX,491,7903825.51,2271834.91
48409,TX,1978,15149679.32,4592916.72
48411,TX,28,1079373.67,189391.23
48413,TX,1,0.0,0.0
48415,TX,6,7234.79,6871.21
48417,TX,23,108835.27,5289.33
48419,TX,6,99026.32,0.0
48423,TX,311,3677401.32,1018869.19
48425,TX,33,418645.29,199762.21
48427,TX,82,1427659.17,410225.95
48429,TX,68,661137.22,235006.27
48433,TX,1,3752.85,2199.45
48435,TX,29,803228.96,91135.92
48437,TX,1,8312.77,750.85
48439,TX,3555,47901598.41,13181337.64
48441,TX,935,13839504.54,1785299.78
48443,TX,3,2511.21,2647.84
48445,TX,13,73508.39,10935.36
48447,TX,3,132204.8,26346.99
48449,TX,6,248693.65,185.52
48451,TX,206,5807367.73,514878.55
48453,TX,4412,95144248.8,19247175.16
48455,TX,140,1921978.54,590032.93
48457,TX,187,3042722.45,860363.42
48459,TX,8,177527.66,3384.62
48463,TX,93,2374634.75,616746.37
48465,TX,156,3009048.1,472765.43
48467,TX,35,1146697.52,71539.69
48469,TX,744,9219558.16,1983741.38
48471,TX,391,12872663.38,2624183.27
48473,TX,877,34726576.71,9143267.47
48477,TX,71,1373723.24,294488.22
48479,TX,268,6235816.0,549353.69
48481,TX,1165,44346067.67,7123312.93
48483,TX,1,29964.44,0.0
48485,TX,1295,15217593.08,4597873.47
48487,TX,10,150939.63,35974.67
48489,TX,522,4207363.52,935395.74
48491,TX,736,17769049.47,3928186.57
48493,TX,71,1667604.92,351801.18
48497,TX,94,1827321.53,629336.28
48499,TX,11,139602.16,14931.35
48501,TX,14,65807.76,6824.71
48503,TX,84,431724.94,66270.66
48505,TX,7,89137.31,8501.63
48507,TX,39,339616.7,85591.53
49001,UT,1,2083.64,1363.3
49003,UT,18,213304.29,79045.32
49005,UT,42,131258.35,818.38
49007,UT,8,292500.19,39988.49
49011,UT,185,1008694.08,56416.09
49013,UT,6,9196.34,0.0
49015,UT,4,12158.57,0.0
49017,UT,1,7178.98,0.0
49019,UT,8,146466.08,0.0
49021,UT,23,172506.6,21768.43
49023,UT,6,0.0,0.0
49025,UT,8,81016.71,896.45
49027,UT,48,565366.1,209128.4
49029,UT,9,9654.32,1233.08
49031,UT,1,3372.82,299.12
49033,UT,1,2841.72,0.0
49035,UT,403,1409018.85,300110.42
49039,UT,12,41175.6,0.0
49041,UT,15,29830.78,5672.94
49043,UT,46,151817.8,9839.75
49045,UT,7,56269.15,6204.68
49047,UT,14,67592.89,12863.0
49049,UT,105,440394.72,64548.61
49051,UT,12,35782.6,3764.8
49053,UT,62,1135396.78,58762.28
49055,UT,2,0.0,0.0
49057,UT,86,285918.49,14435.18
50001,VT,99,1417820.72,112588.88
50003,VT,112,1415827.81,117301.89
50005,VT,270,4321746.32,1749327.86
50007,VT,255,3549189.38,412738.84
50009,VT,13,194939.31,154706.48
50011,VT,177,2305690.93,136045.72
50013,VT,59,719502.79,69676.28
50015,VT,174,4978239.03,666199.41
50017,VT,83,1811584.06,62258.42
50019,VT,102,1914488.97,674767.69
50021,VT,283,4622126.39,173261.85
50023,VT,1234,43729987.39,6024345.84
50025,VT,311,9884703.47,991238.99
50027,VT,511,22677587.32,2088674.84
51001,VA,1113,10728026.97,1242932.79
51003,VA,123,717609.32,592504.87
51005,VA,213,2041849.98,828760.04
51007,VA,7,83211.24,39824.23
51009,VA,53,402469.78,353984.42
51011,VA,9,213335.05,42800.81
51013,VA,215,1503713.57,113814.15
51015,VA,183,2437394.84,565418.25
51017,VA,16,106979.67,37072.91
51019,VA,26,182455.28,33738.88
51021,VA,50,770784.8,179661.42
51023,VA,239,2435169.76,1301967.59
51025,VA,12,29026.74,5681.26
51027,VA,359,3408349.58,1144257.71
51029,VA,8,52117.68,5901.17
51031,VA,30,370202.02,44769.37
51033,VA,8,24355.81,17871.18
51035,VA,21,210636.0,28849.31
51036,VA,9,47523.1,13408.96
51037,VA,2,299.39,1410.09
51041,VA,263,3201408.69,284424.65
51043,VA,34,401476.11,139166.53
51045,VA,94,925987.3,320458.21
51047,VA,43,612066.28,109830.79
51049,VA,11,265340.73,36374.51
51051,VA,118,360516.46,153082.74
51053,VA,8,55414.12,30036.62
51057,VA,241,4305160.59,951494.64
51059,VA,1486,15079836.49,1322202.26
51061,VA,31,119392.66,55978.48
51063,VA,19,582227.52,112855.53
51065,VA,23,163023.75,113592.6
51067,VA,45,322375.01,324397.36
51069,VA,57,307184.44,245178.86
51071,VA,88,1475172.09,258263.59
51073,VA,1378,24637853.15,3486246.41
51075,VA,18,146599.05,10096.04
51077,VA,6,11311.6,91.0
51079,VA,28,219200.41,11624.76
51081,VA,5,44559.78,5000.0
51083,VA,186,1965557.87,372746.35
51085,VA,39,542020.37,54371.81
51087,VA,356,3555553.53,647227.52
51089,VA,148,1856192.67,634650.91
51091,VA,6,50515.95,4473.13
51093,VA,183,3668157.71,1497736.45
51095,VA,370,5529776.55,704259.57
51097,VA,22,533289.46,81395.37
51099,VA,16,87438.21,3938.64
51101,VA,89,1902602.37,314016.61
51103,VA,396,5055923.9,618110.07
51105,VA,49,438365.1,294798.57
51107,VA,168,1510716.95,505657.45
51109,VA,4,36039.85,437.5
51113,VA,19,114188.57,13937.37
51115,VA,1162,16663861.12,2156254.28
51117,VA,8,32746.33,39651.09
51119,VA,234,2578828.6,376318.33
51121,VA,181,2661126.62,556447.77
51125,VA,31,189751.5,48215.75
51127,VA,36,461523.57,106020.55
51131,VA,98,1018333.47,82482.85
51133,VA,385,5533129.51,949658.18
51135,VA,1,2599.24,0.0
51137,VA,20,238970.99,40075.88
51139,VA,188,2975115.91,615765.08
51141,VA,45,500330.74,559752.11
51143,VA,26,339117.0,91545.9
51145,VA,1,4867.3,0.0
51147,VA,40,341948.17,118630.03
51149,VA,35,260366.52,57857.75
51153,VA,483,4343054.6,1302610.52
51155,VA,99,2346594.03,264114.2
51157,VA,9,16159.83,625.89
51159,VA,56,956558.0,306759.63
51161,VA,583,5270567.81,1331627.41
51163,VA,313,3803484.65,1327308.22
51165,VA,282,3449112.85,1017006.74
51167,VA,52,410227.81,30709.95
51169,VA,36,222999.72,171716.38
51171,VA,205,4282302.56,1393962.69
51173,VA,160,1101674.43,99550.19
51175,VA,91,2504246.64,847985.5
51177,VA,54,158395.11,4339.93
51179,VA,164,1172488.43,185067.3
51181,VA,70,2035290.52,398955.75
51183,VA,34,125346.45,18182.21
51185,VA,480,6474415.12,1154009.85
51187,VA,370,5353876.79,1424478.96
51191,VA,80,1444138.94,226204.81
51193,VA,230,5125876.49,1220819.34
51195,VA,348,2092906.41,592204.31
51197,VA,31,319177.76,67645.38
51199,VA,1569,27763381.1,4435436.7
51510,VA,403,5713917.6,1480720.5
51520,VA,24,114445.64,13298.73
51530,VA,276,1987303.64,2005850.21
51540,VA,44,255697.18,31623.58
51550,VA,2634,23935270.43,3007641.18
51570,VA,79,1160795.19,45585.86
51580,VA,206,1540594.39,376066.97
51590,VA,164,4158286.98,797601.36
51595,VA,18,24515.16,9854.39
51600,VA,53,823502.56,116163.64
51610,VA,74,447216.56,24507.42
51620,VA,106,3942047.76,1037560.39
51630,VA,44,253745.01,5362.8
51640,VA,2,1247.8,1979.21
51650,VA,5774,64430547.47,7484326.32
51660,VA,55,546851.85,214868.13
51670,VA,18,143320.82,27415.85
51678,VA,34,246870.89,6513.0
51680,VA,151,2074128.05,2002053.03
51683,VA,25,97895.43,21476.55
51685,VA,5,5790.09,3355.18
51700,VA,1064,22079263.1,1709676.51
51710,VA,6007,62894605.18,5212328.0
51720,VA,46,247228.37,55999.05
51730,VA,128,1825990.37,174042.05
51735,VA,4290,57648514.25,7167368.67
51740,VA,1737,18376107.92,1403815.07
51750,VA,6,459025.51,33944.15
51760,VA,547,6848739.33,5000521.4
51770,VA,1184,13030781.84,7144671.84
51775,VA,812,16842964.79,2007771.67
51790,VA,57,781588.47,4525.7
51800,VA,234,3839877.19,1351073.15
51810,VA,6253,89815429.59,13241395.35
51820,VA,367,3710277.19,2280108.28
51830,VA,18,82195.66,2234.39
51840,VA,17,98726.68,1874.09
53001,WA,8,9900.86,0.0
53003,WA,4,48176.89,6302.72
53005,WA,108,1162812.84,284580.75
53007,WA,182,1944600.79,261784.95
53009,WA,101,1111538.73,84431.25
53011,WA,161,1983192.47,319762.88
53013,WA,51,213087.28,5954.28
53015,WA,681,11996320.9,2722627.89
53017,WA,4,50029.18,0.0
53019,WA,4,53739.9,0.0
53021,WA,1,0.0,0.0
53023,WA,2,94.98,0.0
53025,WA,17,78690.16,2128.98
53027,WA,921,12064225.26,1432720.85
53029,WA,279,3768542.7,245533.09
53031,WA,53,560833.03,62192.12
53033,WA,3366,54248101.77,7813771.27
53035,WA,228,3779942.62,380011.66
53037,WA,251,2740421.22,322344.01
53039,WA,20,269832.32,16168.48
53041,WA,2099,65560902.62,14516730.13
53043,WA,12,38767.89,0.0
53045,WA,305,5400107.44,696686.45
53047,WA,89,441871.09,36904.51
53049,WA,216,3748535.65,306702.67
53051,WA,99,1476235.57,77729.87
53053,WA,1099,22319234.53,2609876.19
53055,WA,9,129506.26,10936.08
53057,WA,1285,18306707.04,1811113.94
53059,WA,15,311947.68,21989.21
53061,WA,1957,30526505.92,5205994.9
53063,WA,62,1162964.11,605671.11
53065,WA,15,43424.44,18001.06
53067,WA,387,5309174.73,1029729.55
53069,WA,93,1480798.11,248102.72
53071,WA,96,1612376.22,171852.32
53073,WA,1196,44114032.23,3453014.28
53075,WA,58,540935.65,119717.23
53077,WA,320,2339164.28,421043.9
54001,WV,373,2457872.05,1013455.24
54003,WV,310,3903629.77,951266.04
54005,WV,469,2780631.49,808293.0
54007,WV,40,428477.73,80661.45
54009,WV,488,5664827.98,691091.73
54011,WV,806,9660084.93,1692746.39
54013,WV,264,1721232.82,640463.76
54015,WV,76,1458924.49,185340.98
54017,WV,52,303832.19,172898.06
54019,WV,295,2706587.19,386236.91
54021,WV,455,3199770.16,2004899.51
54023,WV,155,1992353.24,903198.64
54025,WV,943,20287394.39,5271862.66
54027,WV,261,3351162.17,846332.97
54029,WV,365,3265076.18,679622.87
54031,WV,188,2378545.14,1068539.71
54033,WV,773,3779315.55,1828090.05
54035,WV,311,3042886.17,1431697.56
54037,WV,143,1457087.49,295614.2
54039,WV,2445,36278533.48,6554820.46
54041,WV,287,1509779.78,509113.42
54043,WV,344,3109905.52,1156679.74
54045,WV,2143,16457133.13,14022019.86
54047,WV,1049,7500279.98,2171136.39
54049,WV,371,3167407.52,2676712.43
54051,WV,541,3604751.73,677520.84
54053,WV,140,893856.18,181754.35
54055,WV,436,3968380.7,1253876.88
54057,WV,192,1213223.13,199383.49
54059,WV,1675,19121707.23,10998789.11
54061,WV,361,2304031.01,858809.25
54063,WV,89,1360121.82,339933.79
54065,WV,204,2588773.16,529695.64
54067,WV,216,6431252.75,2283733.54
54069,WV,3120,28679154.96,4991390.78
54071,WV,67,397381.81,45097.03
54073,WV,43,457208.78,78693.1
54075,WV,706,9210515.63,5932933.18
54077,WV,99,730856.54,94383.8
54079,WV,289,2738443.85,557101.54
