id,type,lat,lon,name,operator,addr_city,addr_state
11815482844,node,41.8072817,-83.6276287,,,,
11924506303,node,33.9102899,-117.5030207,IT,,,
11938614120,node,33.4051307,-111.9773353,"Alembic Computer Services, Inc.",,,
11938631189,node,33.4131856,-111.9711539,J-Curve Technologies,,,
12112201416,node,39.3159313,-84.4494638,Flexential Cincinnati,Flexential,West Chester,OH
12112236372,node,39.7459702,-104.9941589,Flexential Denver - Downtown,Flexential,Denver,CO
12112238944,node,32.8004101,-96.8193707,Flexential Dallas - Downtown Dallas,Flexential,Dallas,TX
12112266917,node,30.2457482,-81.5817226,Flexential Jacksonville,Flexential,Jacksonville,FL
12112270180,node,39.6610488,-104.8488321,Flexential - Denver - Aurora,Flexential,Aurora,CO
12112295055,node,35.9727294,-86.8084949,Flexential Nashville - Brentwood,Flexential,Brentwood,TN
12112361725,node,35.8505281,-78.8291431,Flexential Raleigh,Flexential,Morrisville,NC
12112380995,node,28.0372991,-82.5399781,Flexential Tampa - West,Flexential,Tampa,FL
12112382397,node,40.332648,-111.7278754,Flexential Salt Lake City - Lindon,Flexential,Lindon,UT
12221811811,node,40.719928,-74.0044583,Digital Realty New York JFK13,Digital Realty,New York,NY
12221880448,node,40.7176766,-74.0084414,Digital Realty New York JFK12,Digital Realty,New York,NY
12331366645,node,33.7559857,-84.3911712,CoreSite AT1,CoreSite,Atlanta,GA
12387534800,node,35.0867385,-106.6153476,UNM Data Center,UNM,Albuquerque,NM
12437277166,node,37.3666621,-121.9628653,Prime Santa Clara,Prime,,
12452254071,node,40.5503501,-74.4568563,Open Data Centers Piscataway,,,
12471740457,node,40.7853948,-74.0750122,H5 Secaucus,H5,,
12550746951,node,37.3228675,-121.9474176,"Forescout Technologies, Inc.",,San Jose,CA
12682482760,node,42.7356308,-73.818665,Lumen Albany 4,Lumen Technologies,Albany,NY
12695496267,node,41.8535578,-87.6180475,Equinix Chicago Data Center - CH1,Equinix,Chicago,IL
12708029111,node,40.315558,-74.6688514,501 West,,Princeton,NJ
12766117170,node,40.6576957,-74.0048163,Dataverge,Dataverge,Brooklyn,NY
12793428582,node,36.0994735,-95.8382826,TulsaConnect DC3,,,
13019681063,node,33.3566787,-111.6352356,Comarch,,Mesa,AZ
13042311881,node,34.0584789,-118.2359144,CoreSite - LA2,CoreSite,Los Angeles,CA
13154826377,node,39.0137917,-77.4537977,Equinix,Equinix,Sterling,
13154826378,node,39.0160142,-77.471954,NTT Ashburn VA7 Data Center,NTT,Ashburn,VA
13154826379,node,38.7999731,-77.6099636,NTT VA11 Data Center,NTT,Gainesville,VA
13226718075,node,43.0677161,-89.3922794,Lumen Madison 1 Data Center,Lumen Technologies,,
13311012216,node,36.0659405,-115.1398835,Fiberhub LAS1,Fiberhub,Las Vegas,NV
13409186015,node,40.0879189,-75.3397205,DāStor: 3400 Horizon Drive,,King of Prussia,PA
13465438761,node,32.7784469,-96.798496,Rad Web Hosting,,Dallas,TX
13546262077,node,38.3531768,-81.6961822,Alpha Federal,Alpha Innovations,South Charleston,WV
13603878193,node,45.7430786,-108.6030144,Parsec Data Management,,,
25706343,way,32.832716,-97.0410241,Cyxtera Dallas-Fort Worth Data Center,Cyxtera,,
28544618,way,32.8009535,-96.8195234,Equinix Infomart,Equinix,Dallas,TX
29827954,way,42.3767059,-71.0797577,CoreSite BO1,,Somerville,MA
30666790,way,34.0581039,-118.2353939,USPO Terminal Annex,United States Postal Service,Los Angeles,CA
30827429,way,32.7783107,-96.7984357,DataBank,,Dallas,TX
31250931,way,39.3038941,-84.3116127,CyrusOne Cincinnati-Mason CIN3,CyrusOne,,
31800424,way,32.8278941,-117.1299275,LightEdge SAN1,,San Diego,CA
31803515,way,32.8423554,-117.1694226,EdgeConneX San Diego,EdgeConneX,San Diego,CA
32560290,way,38.6504002,-121.4919461,RagingWire CA2,NTT,Sacramento,CA
32560292,way,38.6504319,-121.4891868,RagingWire CA1,NTT,Sacramento,CA
34770750,way,34.0820578,-84.2672921,Hewlett-Packard,,,
35491576,way,37.2415975,-121.7833277,Equinix SV1,Equinix,San Jose,CA
36897140,way,39.2940482,-84.4121132,,,,
37877544,way,37.3734695,-121.9878002,Lumen Sunnyvale 1,Lumen Technologies,Sunnyvale,CA
37947313,way,37.3788292,-121.9559257,OpenColo,,Santa Clara,CA
37947314,way,37.3784704,-121.9549839,Equinix Santa Clara SV2,Equinix,Santa Clara,CA
37947315,way,37.3780374,-121.9541277,Layer42 Santa Clara,Layer42,,
38305431,way,37.3724077,-121.973647,Digital Realty Silicon Valley SJC34,Digital Realty,,
38305568,way,37.3714713,-121.9696826,Csquare SFO1,Csquare,Santa Clara,CA
38305611,way,37.3733075,-121.9727778,,Vantage,,
39083541,way,34.0948126,-84.2357244,Strategic Datasphere,,Alpharetta,GA
39083797,way,34.0869874,-84.251824,Flexential Atlanta - Alpharetta Data Center,Flexential,Alpharetta,GA
39083830,way,34.0937063,-84.250878,Secure Data Center,,,
40608200,way,37.3654018,-121.9616726,Cologix Santa Clara SV1 Data Center,Cologix,,
42323063,way,38.6292617,-90.1971749,Netrality Data Centers,,Saint Louis,MO
45448535,way,44.9914423,-93.2803397,,,,
45776978,way,38.7904948,-77.5411095,Amazon IAD11,Amazon Web Services,Manassas,VA
45776979,way,38.7903463,-77.5400098,Amazon IAD24,Amazon Web Services,Manassas,VA
45776988,way,38.7911993,-77.5382664,Amazon IAD7,Amazon Web Services,Manassas,VA
46128119,way,39.1026943,-84.5178996,CyrusOne CIN2,CyrusOne,Cincinnati,OH
46831933,way,38.7780614,-77.594905,VA 4,Digital Realty,Bristow,VA
48242814,way,39.0216753,-77.4329728,Amazon IAD10,Amazon Web Services,Sterling,VA
48242816,way,39.0215693,-77.4347944,Amazon IAD32,Amazon Web Services,Sterling,VA
52059176,way,45.5496803,-122.9373872,NTT RagingWire Data Center,NTT,Hillsboro,OR
52094269,way,39.0238679,-77.4152091,Centersquare IAD1-B,Centersquare,Sterling,VA
52094270,way,39.0232978,-77.4132123,Centersquare IAD1-A,Centersquare,Sterling,VA
52094294,way,39.024754,-77.4122043,Centersquare IAD1-C,Centersquare,Sterling,VA
52227492,way,44.8516116,-93.5988964,Flexential Minneapolis - Chaska,Flexential,Chaska,MN
52958203,way,39.7452303,-104.9793322,Pearl Plaza Office Building,,Denver,CO
54119665,way,37.397572,-121.980963,Csquare SFO2,Csquare,Santa Clara,CA
54119667,way,37.3986381,-121.9811563,Csquare SFO2,Csquare,Santa Clara,CA
54121151,way,37.3939862,-121.9783203,QTS Santa Clara 1,Quality Technology Services,Santa Clara,CA
54173383,way,37.3751575,-121.9717141,CoreSite SV3,CoreSite,Santa Clara,CA
54173753,way,37.3763019,-121.9720837,CoreSite SV6,CoreSite,,
54173755,way,37.3773827,-121.97184,CoreSite SV8,CoreSite,,
54383196,way,37.3751959,-121.9706889,CoreSite SV5,CoreSite,,
54383197,way,37.3755551,-121.9696049,CoreSite SV9,CoreSite,,
58708529,way,37.3927307,-121.9784277,QTS Santa Clara 2,Quality Technology Services,,CA
59294476,way,39.0046933,-77.4417399,STACK NVA01A - Northern Virginia,Stack Infrastructure,,
63619642,way,44.9712882,-93.2546974,Minnesota Gateway Data Center,,Minneapolis,MN
69827429,way,42.6493531,-73.7527453,IBM Building,,Albany,NY
71187940,way,42.3262876,-83.0769768,,Verizon Wireless,Detroit,MI
79056848,way,43.1436204,-70.9524471,,University of New Hampshire,,NH
79158387,way,38.9484941,-77.3273071,VA3,Digital Realty,Reston,VA
79159494,way,38.9488119,-77.3294144,IAD1,Evocative,Reston,VA
79298926,way,38.9506059,-77.3645496,CoreSite Reston Campus VA1,CoreSite,Reston,VA
79818498,way,38.9483343,-77.3724298,CoreSite Reston VA3,CoreSite,Reston,
87058670,way,43.0761287,-70.8080395,,FirstLight,Portsmouth,NH
89784186,way,39.745572,-104.9956909,Insurance Exchange Building,,Denver,CO
93210344,way,39.0586081,-76.964467,Lincoln Rackhouse Maryland,Lincoln Rackhouse,Silver Spring,MD
95349317,way,39.3889702,-84.2218527,CyrusOne Cincinnati-Lebanon,,,
95782052,way,40.7968626,-74.0311403,Equinix NY7 Data Center,Equinix,North Bergen,NJ
99813512,way,37.4145109,-122.0145563,Equinix SV4,Equinix,Sunnyvale,CA
102129663,way,29.4293706,-98.4869057,H5 Data Centers San Antonio,H5 Data Centers,San Antonio,TX
104082694,way,41.5879926,-93.6310139,Aureon,,Des Moines,IA
122665255,way,41.2407307,-73.1472668,Digital Realty New York HVN10,Digital Realty,Trumbull,CT
124088810,way,41.7721034,-88.2170821,Lincoln Rackhouse,,,
128499684,way,41.9942413,-87.961935,Digital Realty CH1,Digital Realty,Elk Grove Village,IL
131874718,way,44.972195,-93.1474731,H5 Minneapolis,H5,Saint Paul,MN
131891022,way,33.42038,-112.0413257,Iron Mountain Records Storage,,Phoenix,AZ
132746406,way,37.4458951,-122.160786,Equinix SV8,Equinix,Palo Alto,CA
138260136,way,40.0952591,-88.2420314,NCSA Petascale Computing Facility,,,
138643160,way,39.912797,-83.7236638,LexisNexus Springfield,,Springfield,
149379943,way,41.8743036,-87.6299404,Digital Realty ORD11,Digital Realty,Chicago,IL
151179323,way,33.494309,-112.0707916,Lumen,Lumen Technologies,Phoenix,AZ
152163711,way,33.3053366,-111.6716904,L3Harris Technologies Inc,,,
152163722,way,33.3062801,-111.6717217,AZ Labs,,,
152449872,way,41.8709439,-87.6401413,Serverfarm CH1,Serverfarm,Chicago,IL
155739337,way,33.6590546,-112.1111595,Aligned Energy Data Center,,Phoenix,AZ
156520409,way,41.8536916,-87.6182716,Lakeside Technology Center,,Chicago,IL
157362579,way,33.6846775,-112.0983398,Flexential Phoenix - Deer Valley,Flexential,Phoenix,AZ
161126131,way,37.2420719,-121.7817852,Equinix SV5,Equinix,San Jose,CA
166431620,way,41.3179864,-96.0503485,"Union Pacific Jack Koraleski Technology, Research & Development Center",Union Pacific Railroad,Omaha,NE
168129695,way,40.4513704,-80.1901663,DataBank Pittsburgh PIT2,,Pittsburgh,PA
169170979,way,34.9954515,-106.6180334,Molina Healthcare,,,NM
172739950,way,36.0617389,-115.2132922,Switch12,Switch,,
172739953,way,36.0599191,-115.210197,Switch Las Vegas 7,Switch,Enterprise,NV
174242795,way,42.0007751,-87.9507686,EdgeConneX CHI01,EdgeConneX,Elk Grove Village,IL
178331621,way,39.3777781,-77.4115448,,,,
187574082,way,40.4949031,-74.4430949,Verizon Wireline Network Building,,,
190868312,way,38.6442393,-121.4987627,RagingWire CA3,NTT,Sacramento,CA
191655977,way,41.2214856,-95.863822,,,,
192307107,way,37.7889916,-122.3901367,360 Spear Street Data Center,Digital Realty,San Francisco,CA
193611192,way,40.7785845,-74.0723242,Equinix New York Secaucus NY5,Equinix,Secaucus,NJ
193611211,way,40.7764281,-74.0697759,Equinix New York Secaucus NY4,Equinix,Secaucus,NJ
193611216,way,40.7749028,-74.0689687,Equinix NY3,Equinix,Secaucus,NJ
193611219,way,40.7772907,-74.0759403,Equinix New York Secaucus NY2,Equinix,Secaucus,NJ
193612533,way,40.786164,-74.0691645,Centersquare NYC3 Data Center,Centersquare,Secaucus,NJ
194049551,way,38.6463763,-121.4862686,QTS Sacramento,Quality Technology Services,Sacramento,CA
195165330,way,39.2906383,-94.6759163,,,,
195165354,way,39.2955554,-94.6734862,,,,
195165374,way,39.2954814,-94.6780114,Black Rock Financial Management,,Kansas City,MO
195169261,way,39.3024057,-94.6847918,,,,
195664350,way,36.2625496,-95.9100413,Cherokee Data Center,,Tulsa,OK
199252950,way,41.7966077,-88.2438232,CyrusOne Chicago Aurora CME,CyrusOne,Aurora,IL
200989527,way,39.5883237,-104.8324181,Xfinity/Comcast Data Center,,Centennial,CO
203432103,way,39.1744228,-86.5006878,IU Data Center,Indiana University,Bloomington,IN
204316962,way,40.5208169,-74.3472226,IO Datacenter,,Edison,NJ
204460681,way,40.5492135,-74.4582096,DataBank Piscataway EWR2,,,
204460799,way,40.5468425,-74.4920459,Optimum,,,
204460812,way,40.5449197,-74.4953594,Equinix,Equinix,,
204460835,way,40.5472443,-74.4597373,Barclays Datacenter,Barclays,,
204460903,way,40.5529283,-74.4592038,Digital Realty New York EWR12,Digital Realty,Piscataway Township,NJ
204460950,way,40.5537931,-74.4571024,Digital Realty New York EWR11,Digital Realty,Piscataway Township,NJ
205724881,way,47.4950309,-122.2905696,Intergate Seattle East Building 2,,Tukwila,WA
205724885,way,47.4948597,-122.2881943,Intergate Seattle East Building 1,Sabey,,
205823968,way,37.3754952,-121.9884063,Equinix SV15,Equinix,Santa Clara,CA
205823970,way,37.3761243,-121.9886718,Equinix SV16,Equinix,Santa Clara,CA
205823971,way,37.3765309,-121.9885825,Equinix SV17,Equinix,Santa Clara,CA
205823980,way,37.3749843,-121.9884742,Equinix SV14,Equinix,Santa Clara,CA
205846843,way,37.3762614,-121.9706851,CoreSite SV4,CoreSite,,
209073635,way,37.3770332,-121.952059,Lumen Santa Clara,Lumen Technologies,,
209073636,way,37.3750172,-121.9532497,Prime Santa Clara,Prime,,
209073641,way,37.375822,-121.9533359,Digital Realty Silicon Valley SJC10,Digital Realty,Santa Clara,CA
209073645,way,37.3767228,-121.9531439,Colovore,,,
209073647,way,37.3782874,-121.9581107,Digital Realty Silicon Valley SJC30,Digital Realty,,
209073649,way,37.3749966,-121.9540769,Digital Realty Silicon Valley SJC15,Digital Realty,Santa Clara,
209073653,way,37.3749324,-121.9559987,Digital Realty Silicon Valley SJC16,Digital Realty,Santa Clara,CA
209073657,way,37.3750232,-121.9580962,Digital Realty Silicon Valley SJC29,Digital Realty,Santa Clara,CA
209073658,way,37.3757986,-121.9551844,Csquare SFO4,Csquare,Santa Clara,CA
209073659,way,37.3750292,-121.9548775,Prime SANTA CLARA DATA CENTER,Prime,,
209076412,way,37.3763668,-121.9485649,Digital Realty Silicon Valley SJC11,Digital Realty,Santa Clara,CA
209077298,way,37.3775848,-121.9506821,Lumen,Lumen Technologies,,
209087373,way,37.3722213,-121.9482625,Silicon Valley SJC31,Digital Realty,Santa Clara,CA
209105766,way,37.3797897,-121.9499034,,,Santa Clara,CA
209117217,way,37.3895364,-121.9619398,Evocative Santa Clara SJC11,,,
209786637,way,41.84219,-87.6689434,QTS Chicago,Quality Technology Services,Chicago,IL
210222970,way,41.8487049,-87.6454577,Iron Mountain Data & Record Storage,Iron Mountain,Chicago,IL
210917861,way,33.4216928,-112.0343031,Data Storage Centers,,Phoenix,AZ
211832626,way,42.6857078,-71.2086024,,TierPoint,Andover,MA
214321737,way,42.6302832,-71.3045615,Markley Data Center,Markley Group,,
215630401,way,35.1354147,-80.9368313,Flexential Charlotte - South,Flexential,Charlotte,NC
220518160,way,33.3446197,-111.8992189,Digital Realty Data Center,Digital Realty,Tempe,AZ
221201212,way,47.6933236,-122.3173172,,Comcast,,
221897579,way,38.9615728,-77.3774178,Equinix DC97,,,
222672860,way,38.815021,-77.64868,Amazon IAD-55,Amazon Web Services,Haymarket,VA
223783259,way,47.6177873,-122.356694,CTI Biopharma,,Seattle,WA
223928497,way,47.6143555,-122.3388637,Westin Building,Digital Realty,Seattle,WA
224100721,way,38.7473099,-77.5318265,COPT Data Center,,Manassas,VA
224139416,way,37.418381,-121.9431173,Dell 350 Holger Way,,San Jose,
224174031,way,37.3642804,-121.9587878,SV Colo,SV Colo,Santa Clara,CA
224998784,way,37.3621026,-121.9464586,Microsoft,Microsoft,Santa Clara,CA
225745958,way,38.7474201,-77.6744649,OVH US East Vint Hill,,,
231047065,way,41.1287467,-104.8974315,NCAR-Wyoming Supercomputing Center,University Corporation for Atmospheric Research,Cheyenne,WY
231664575,way,47.6189539,-122.3365314,The Seattle Times,H5 Data Centers,Seattle,WA
231769626,way,45.6320147,-121.2012021,Google Data Center The Dalles Oregon,Google,,
233888384,way,35.7249921,-78.6623632,Segra Data Center,,Raleigh,NC
234722029,way,39.0163894,-77.4590691,Equinix Ashburn DC2,Equinix,Ashburn,VA
234722720,way,39.0136782,-77.4517194,H5 Data Centers Ashburn,H5,Ashburn,VA
239032142,way,43.6069708,-96.8091949,TierPoint Sioux Falls West Data Center,,Sioux Falls,SD
239147373,way,38.9200207,-77.2116187,Lumen McLean,Lumen Technologies,McLean,VA
239147724,way,38.9199052,-77.213585,DataBank McLean IAD2,DataBank,McLean,VA
240724127,way,40.563602,-112.0478049,eBay,,,
243242167,way,41.8125627,-87.9728504,Equinix Chicago Data CH7,Equinix,,
244490839,way,33.416077,-112.0094718,PhoenixNAP,,Phoenix,AZ
247427998,way,40.6073795,-74.1731669,Merrill Lynch Data Center,Merrill Lynch,,
247428943,way,40.6070367,-74.1749048,Telehouse Teleport,Telehouse,New York City,NY
250052753,way,40.719994,-74.0045683,32 Avenue of the Americas,,,
251716328,way,38.9101164,-77.4725921,Digital Realty,Digital Realty,,
253670255,way,42.6793587,-76.9485811,Greenidge Power Plant and Data Center,Greenidge Generation Holdings Inc.,,
253682978,way,38.6297601,-90.1964208,TierPoint,,Saint Louis,MO
254583328,way,36.1447332,-115.0779284,Verizon,,,
254756938,way,36.1437196,-115.0833851,CenturyLink,Lumen Technologies,,
254773884,way,33.096018,-96.6815422,,,Allen,TX
254773897,way,33.095083,-96.6837876,Evoque Allen DA1,Centersquare,Allen,TX
256728809,way,41.2614219,-95.9364982,,,,
257581364,way,37.6468902,-77.4386952,Flexential - Richmond,Flexential,Richmond,VA
258343744,way,38.8997236,-77.4534439,Amazon IAD-9,Amazon Web Services,Chantilly,VA
258343748,way,38.8979047,-77.4551032,Amazon IAD22,Amazon Web Services,,
258343749,way,38.8978637,-77.4540825,Amazon IAD-1,Amazon Web Services,Chantilly,VA
258519934,way,38.9092366,-77.4722656,,,,
258519959,way,38.9097961,-77.4734544,,,,
269166415,way,34.0362568,-84.3195121,Cox Data Center,,,
269847438,way,33.7776897,-84.4211544,QTS Atlanta Data Center 1,Quality Technology Services,Atlanta,GA
271893323,way,37.3720542,-121.9860407,Csquare SFO3,Csquare,Sunnyvale,CA
273895868,way,38.9809293,-77.4443786,Centersquare IAD3,Centersquare,Dulles,VA
273896089,way,38.9844198,-77.4238096,Centersquare IAD2-A,Centersquare,Sterling,VA
273896096,way,38.9848664,-77.4256702,,CyrusOne,,
273896102,way,38.9836138,-77.4240848,Centersquare IAD2-B,Centersquare,Sterling,VA
278560778,way,33.6570094,-84.4152195,Digital Realty Data Center,Digital Realty,Atlanta,
279410762,way,40.7607798,-74.0257417,Cyxtera (Digital Realty Trust) Citibank Data Center,Cyxtera,Weehawken,NJ
279410766,way,40.7618178,-74.0250281,Digital Realty New Jersey EWR10,Digital Realty,Weehawken,NJ
283051469,way,47.2462099,-119.8132256,,,,
283051470,way,47.2476512,-119.8131864,,,,
283051471,way,47.246168,-119.815756,,,,
283051472,way,47.2453673,-119.8160897,Intergate Quincy Data Center,Sabey Data Centers,,
283051474,way,47.2515867,-119.8188048,H5 Data Center,Intuit,,
283051477,way,47.2467611,-119.8266159,Yahoo Data Center,Yahoo,,
283051478,way,47.2467356,-119.8288659,,,,
284044002,way,33.9255145,-84.4816338,CoreSite AT2 - Marietta Data Center,CoreSite,,
288909509,way,39.2901345,-94.6850641,,,Kansas City,MO
289620443,way,37.7236272,-122.3979543,Digital Realty San Francisco SFO10,Digital Realty,San Francisco,CA
289884123,way,40.7165207,-74.0059017,33 Thomas Street,,New York,NY
290101976,way,43.8252286,-111.7820703,VentureData,,Rexburg,ID
290307022,way,33.4002195,-112.0478786,Cogent Data Center,"Cogent Communications, Inc.",Phoenix,AZ
290703004,way,32.8175508,-96.873071,CoreSpace Dallas,CoreSpace,Dallas,TX
292506449,way,39.5901315,-104.8469632,,,Centennial,CO
292506452,way,39.5913398,-104.8470655,zColo by Zayo,,Centennial,CO
293211683,way,47.491986,-122.2896655,Intergate Seattle East Building 5,Sabey,Tukwila,WA
293211686,way,47.4934798,-122.2904647,Intergate Seattle East Building 3,Sabey,Tukwila,WA
293211687,way,47.4934032,-122.2888803,Intergate Seattle East Building 4,Digital Realty,Tukwila,WA
296374269,way,40.6356953,-75.4575733,Flexential Allentown data center,Flexential,Allentown,PA
298126010,way,39.0178592,-77.4624708,Digital Realty ACC4,Digital Realty,Ashburn,VA
298127059,way,39.0155577,-77.4603281,Equinix Ashburn DC1,Equinix,Ashburn,
298127361,way,39.0159646,-77.4612225,Equinix Ashburn DC5,Equinix,Ashburn,VA
298127420,way,39.0148911,-77.4587995,Equinix Ashburn DC11,Equinix,Ashburn,VA
298242260,way,39.0220154,-77.460235,Equinix Ashburn DC3,Equinix,Ashburn,VA
298242335,way,39.01988,-77.4598033,Digital Realty ACC3,Digital Realty,,
299388896,way,37.4056857,-121.9162604,CoreSite SV2,"CoreSite Real Estate 1656 McCarthy, L.P.",Milpitas,CA
299927846,way,38.9937936,-77.450509,Amazon IAD76,Amazon Web Services,Sterling,VA
299929061,way,38.988724,-77.447671,Amazon IAD12,Amazon Web Services,Sterling,VA
300162674,way,39.0201584,-77.4631033,Digital Realty ACC5,Digital Realty,Ashburn,VA
300162675,way,39.0210261,-77.4635509,Digital Realty ACC6,Digital Realty,Ashburn,VA
300162689,way,39.022182,-77.4576094,Level 3 Ashburn,Lumen Technologies,,
300163074,way,39.0221679,-77.4535946,Centersquare IAD4-B,Centersquare,Ashburn,VA
300163083,way,39.0227436,-77.4548911,NTT Ashburn VA1 Data Center,NTT,Ashburn,VA
300952513,way,33.2749228,-111.8866379,Digital Realty Phoenix PHX15,Digital Realty,Chandler,AZ
300959969,way,33.2769993,-111.8858906,H5 Phoenix,H5,Chandler,AZ
300959970,way,33.2708783,-111.8819954,CyrusOne PHX1,CyrusOne,Chandler,AZ
300969250,way,39.0125623,-77.4754047,Equinix DC13,Equinix,Ashburn,VA
300969614,way,39.0033364,-77.4870935,Digital Realty Northern Virginia IAD14,Digital Realty,Ashburn,
300969615,way,39.0027516,-77.4854486,Amazon Web Services Building C,Amazon Web Services,,
300969616,way,39.0020229,-77.4833469,Digital Realty Northern Virginia IAD12,Digital Realty,Ashburn,
300969617,way,39.0027415,-77.4819572,Digital Realty Building A,Digital Realty,,
300969619,way,39.0043186,-77.484415,Digital Realty Northern Virginia IAD24,Digital Realty,Ashburn,
300970759,way,39.0154881,-77.4821555,Databank Ashburn IAD1,Databank,,
